Total Months,Total Revenue,Average Revenue Change, Greatest Increase in Revenue Month Occured,Greatest Increase in Revenue, Greatest Decrease in Revenue Month Occured,Greatest Decrease in Revenue
41,18971412.0,-6594.121951219512,Feb-16,1837235.0,Aug-14,-1779747.0
